Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
206,0,0.1,0.0010195425701169294,170.00000000000003,1512.0759462982858,41958.208887638364,0.266538143157959
207,0,0.1,0.0005162676676994913,170.00000000000003,1491.5799515571025,41935.70280262479,0.3091878890991211
208,0,0.1,0.001019973838017301,170.00000000000003,1471.5931753975917,41998.743292777035,0.3513774871826172
209,0,0.1,0.0005161582751116644,170.00000000000003,1452.0616935378787,41976.80796090593,0.3938944339752197
210,0,0.1,0.0010204095676003206,170.00000000000003,1433.0143298252874,42038.57029125113,0.4372408390045166
211,0,0.1,0.0005160388865070668,170.00000000000003,1414.3996982509514,42017.1889033573,0.4828672409057617
212,0,0.1,0.0010208192111939198,170.00000000000003,1396.244414031306,42077.695744286546,0.5257117748260498
213,0,0.1,0.0005159343185949165,170.00000000000003,1378.5016096675436,42056.854111324436,0.5697872638702393
214,0,0.1,0.0010212213437144314,170.00000000000003,1361.1950150963703,42116.131717718315,0.6148056983947754
215,0,0.1,0.0005158237047242175,170.00000000000003,1344.2808156635551,42095.812879656296,0.6594781875610352
216,0,0.1,0.0010216411931889095,170.00000000000003,1327.7807141073179,42153.88535150813,0.7046072483062744
217,0,0.1,0.0005157146158207827,170.00000000000003,1311.6542037593829,42134.07440991901,0.7487044334411621
218,0,0.1,0.001022032246025212,170.00000000000003,1295.921183071754,42190.96609837581,0.79461669921875
219,0,0.1,0.0005156201770101792,170.00000000000003,1280.543040877954,42171.649160593566,0.8400008678436279
220,0,0.1,0.0010224013364639076,170.00000000000003,1265.5394794363767,42227.383523160825,0.8877413272857666
221,0,0.1,0.0005155178264849932,170.00000000000003,1250.8737498892551,42208.54674232364,0.9317944049835205
222,0,0.1,0.001022792356166277,170.00000000000003,1236.563684707112,42263.14941278403,0.9758014678955078
223,0,0.1,0.0005154173147166976,170.00000000000003,1222.5748780895146,42244.77846938824,1.0205333232879639
224,0,0.1,0.0010231842664362543,170.00000000000003,1208.9239744223526,42298.27053020646,1.0633108615875244
225,0,0.1,0.0005153234546719273,170.00000000000003,1195.5790315248714,42280.35226615078,1.107358455657959
226,0,0.1,0.00102352903185304,170.00000000000003,1182.5551559205824,42332.75713889775,1.1506431102752686
227,0,0.1,0.0005152360307551933,170.00000000000003,1169.822806985283,42315.279052566264,1.1953225135803223
228,0,0.1,0.0010238726076109528,170.00000000000003,1157.3956422301617,42366.618691194744,1.239621639251709
229,0,0.1,0.0005151464731749056,170.00000000000003,1145.2457843454883,42349.56840165802,1.2859654426574707
230,0,0.1,0.0010242124154393373,170.00000000000003,1133.3861432094066,42399.864418931684,1.330925464630127
231,0,0.1,0.0005150636091614462,170.00000000000003,1121.7905793382727,42383.23037840778,1.375791072845459
232,0,0.1,0.00102455548470725,170.00000000000003,1110.4710320154145,42432.50540539178,1.4191417694091797
233,0,0.1,0.0005149816232262592,170.00000000000003,1099.4027421898838,42416.274931730724,1.4637792110443115
234,0,0.1,0.0010248828275634405,170.00000000000003,1088.596810964203,42464.55178032033,1.507829189300537
235,0,0.1,0.0005148947244272223,170.00000000000003,1078.0301375413808,42448.7124483326,1.5515296459197998
236,0,0.1,0.0010252028700458774,170.00000000000003,1067.7129634342086,42496.010237457165,1.5965518951416016
237,0,0.1,0.0005148196137328766,170.00000000000003,1057.623578152228,42480.55336956134,1.6402087211608887
238,0,0.1,0.0010255261335559186,170.00000000000003,1047.7716722238217,42526.893792332485,1.6845037937164307
239,0,0.1,0.0005147461137052349,170.00000000000003,1038.1366041361462,42511.80762648433,1.7306122779846191
240,0,0.1,0.0010258262007483184,170.00000000000003,1028.7272569764384,42557.21014828809,1.7752225399017334
241,0,0.1,0.0005146710884714401,170.00000000000003,1019.5246579778429,42542.48414827125,1.8234636783599854
242,0,0.1,0.0010261258492089472,170.00000000000003,1010.5366593109968,42586.969671027386,1.8680860996246338
243,0,0.1,0.0005145972753924131,170.00000000000003,1001.7455798017155,42572.5936731216,1.9139094352722168
244,0,0.1,0.0010264343779254025,170.00000000000003,993.1586943539127,42616.182631559874,1.957669973373413
245,0,0.1,0.0005145265867327451,170.00000000000003,984.7592058698054,42602.14654292719,2.0023491382598877
246,0,0.1,0.0010267392804210978,170.00000000000003,976.5541317444082,42644.85724678231,2.0485262870788574
247,0,0.1,0.0005144522529097859,170.00000000000003,968.5275705211576,42631.151731211015,2.09358286857605
248,0,0.1,0.0010270468810655068,170.00000000000003,960.6859695323017,42673.0035239632,2.138280153274536
249,0,0.1,0.0005143785400734145,170.00000000000003,953.0144453279752,42659.618930879704,2.1814866065979004
250,0,0.1,0.0010273637215720388,170.00000000000003,945.5189611651542,42700.63097276381,2.2254130840301514
251,0,0.1,0.0005143008473394912,170.00000000000003,938.1854542031538,42687.55846205558,2.2686569690704346
